City_ID,City,Temperature,Humidity,Cloudiness,wind_speed,Date,Country,Longitude,Latitude
361,entre rios,74.59,88,77,5.3,1740862070,BR,-38.0844,-11.9419
362,cabo san lucas,74.75,64,40,8.01,1740861918,MX,-109.9124,22.8909
363,richards bay,74.35,84,98,3.29,1740862154,ZA,32.0377,-28.783
364,yanda bayo,80.22,21,57,9.55,1740862154,NG,10.7459,11.5071
365,dapa,78.19,87,99,7.7,1740862155,PH,126.0531,9.7594
366,yafran,64.09,24,100,19.77,1740862155,LY,12.5286,32.0633
367,grootfontein,71.17,83,98,2.3,1740862155,NA,18.1167,-19.5667
368,coahuayana de hidalgo,88.95,32,17,7.14,1740862155,MX,-103.6583,18.7
369,xining,26.15,89,100,2.21,1740862156,CN,101.7667,36.6167
370,barra de santo antonio,80.46,72,99,8.68,1740862156,BR,-35.5072,-9.4047
371,vadso,26.76,86,100,9.22,1740862156,NO,29.7487,70.0744
372,hojo,54.48,92,93,1.54,1740862156,JP,132.7777,33.9766
373,mungwi,63.01,94,94,0.45,1740862157,ZM,31.3694,-10.1732
374,shixing,63.97,95,2,1.83,1740862157,CN,114.0657,24.9482
375,linares,87.58,22,0,12.48,1740862157,CL,-71.6,-35.85
376,komsomolets,1.81,93,39,7.07,1740862157,KZ,62.0708,53.7453
377,argo,53.67,90,56,1.74,1740862158,GR,22.7333,37.6333
378,emerald,72.34,63,22,9.13,1740862158,AU,148.1667,-23.5333
379,lusaka,66.45,94,0,3.44,1740862158,ZM,28.2871,-15.4067
380,hailar,-26.64,99,0,3.78,1740862158,CN,119.7,49.2
381,bonthe,76.17,76,36,9.06,1740862159,SL,-12.505,7.5264
382,port saint john's,74.93,91,100,7.54,1740862159,ZA,29.5448,-31.6229
383,hotan,36.48,46,56,5.35,1740862159,CN,79.9269,37.0997
384,meulaboh,76.75,88,84,3.65,1740862159,ID,96.1285,4.1363
385,chinde,63.37,49,0,6.71,1740862160,NP,87.7095,26.8212
386,codrington,61.32,78,100,12.73,1740862160,AU,141.9667,-38.2667
387,north bend,53.19,79,99,12.19,1740862160,US,-124.2243,43.4065
388,arvayheer,15.76,62,35,1.28,1740862160,MN,102.775,46.2639
389,catalao,75.96,65,33,6.67,1740862160,BR,-47.9464,-18.1658
390,mariental,80.67,16,0,3.0,1740862161,NA,17.9667,-24.6333
391,neiafu,79.48,94,75,5.75,1740862161,TO,-173.9833,-18.65
392,shimoda,54.3,64,3,12.12,1740862161,JP,138.95,34.6667
393,muisne,82.51,74,35,7.47,1740862161,EC,-80.0333,0.6
394,dovhe,36.32,85,7,3.33,1740862161,UA,23.279,48.3653
395,angaur state,82.15,80,100,21.52,1740862162,PW,134.13,6.906
396,lamu,78.08,88,8,12.62,1740862162,KE,40.902,-2.2717
397,villa emilio carranza,73.24,87,70,6.96,1740862162,MX,-96.6,19.9667
398,pedernales,83.5,62,6,3.22,1740862162,DO,-71.744,18.0384
399,santa barbara,63.45,57,0,8.43,1740862037,US,-120.0343,34.7333
400,palikir - national government center,81.34,78,75,11.01,1740862163,FM,158.1611,6.9248
401,sydney,71.17,89,20,8.05,1740861902,AU,151.2073,-33.8679
402,kailua-kona,80.28,68,0,13.8,1740862164,US,-155.9956,19.6406
403,nuuk,12.81,73,100,15.01,1740862164,GL,-51.7216,64.1835
404,okhotsk,-5.75,80,100,12.5,1740862164,RU,143.3,59.3833
405,terenure,45.9,87,75,3.44,1740862165,IE,-6.2853,53.3097
406,rawang,77.05,91,54,2.19,1740862165,MY,101.5767,3.3213
407,sarykemer,33.28,72,100,3.22,1740862165,KZ,71.5,43.0
408,valenca,75.24,89,25,3.06,1740862165,BR,-39.0731,-13.3703
409,altai,14.34,45,100,3.0,1740862166,MN,96.2583,46.3722
410,lospalos,71.13,95,94,2.01,1740862166,TL,127.0025,-8.5186
411,la tuque,12.45,79,100,11.5,1740862166,CA,-72.7824,47.4334
412,itoman,71.6,88,100,17.27,1740862166,JP,127.6694,26.1247
413,thivai,47.84,89,47,2.42,1740862166,GR,23.3189,38.325
414,vilyuchinsk,3.47,76,99,7.81,1740862167,RU,158.4028,52.9306
415,constantia,39.88,89,100,12.33,1740862167,RO,28.65,44.1833
416,barbezieux-saint-hilaire,45.48,74,10,14.09,1740862167,FR,-0.1522,45.4726
417,cozumel,80.94,70,0,5.41,1740862168,MX,-86.9458,20.5083
418,sitka,44.49,76,100,4.61,1740862168,US,-135.33,57.0531
419,luanda,80.6,78,20,5.75,1740862168,AO,13.2343,-8.8368
420,ciudad lazaro cardenas,84.58,46,3,11.81,1740862109,MX,-102.2,17.9583
421,yilan,67.96,75,100,3.49,1740862169,TW,121.753,24.757
422,shalkar,12.97,96,100,4.7,1740862169,KZ,59.6258,47.8288
423,nouadhibou,64.38,68,0,17.27,1740862169,MR,-17.0347,20.931
424,watsa,71.42,45,49,1.99,1740862169,CD,29.5355,3.0372
425,naracoorte,59.38,84,100,7.09,1740862170,AU,140.7383,-36.9579
426,port douglas,77.74,77,59,1.99,1740862170,AU,145.4667,-16.4833
427,nivala,32.59,97,100,8.61,1740862170,FI,24.9667,63.9167
428,nadvoitsy,27.46,91,98,6.76,1740862170,RU,34.3167,63.8667
429,moose jaw,35.85,75,27,9.22,1740862170,CA,-105.5344,50.4001
430,ulladulla,70.02,86,89,11.81,1740861902,AU,150.4667,-35.35
431,gwadar,72.41,72,2,14.85,1740862171,PK,62.3254,25.1216
432,laguna,63.88,63,0,11.5,1740862171,US,-121.4238,38.421
433,bismarck,28.29,67,100,11.5,1740862172,US,-100.7837,46.8083
434,kano,80.49,29,0,0.0,1740862172,NG,8.5167,12.0001
435,mbeni,76.03,80,100,7.54,1740862172,KM,43.3775,-11.5014
436,balakhta,12.34,97,100,1.86,1740862173,RU,91.6,55.38
437,tolanaro,87.87,58,75,5.75,1740862173,MG,46.9987,-25.0319
438,khovd,2.82,98,100,0.89,1740862173,MN,91.6419,48.0056
439,melekeok village,81.16,83,100,9.22,1740862173,PW,134.6367,7.4957
440,waldkirch,37.33,77,18,5.37,1740862173,DE,7.9637,48.0959
441,bam,57.56,37,0,6.38,1740862174,IR,58.357,29.106
442,antonio enes,76.5,86,100,5.37,1740862174,MZ,39.9086,-16.2325
443,lionel town,84.07,61,2,10.69,1740862174,JM,-77.2406,17.8101
444,madalena,51.93,52,0,12.19,1740862174,PT,-8.3345,41.2162
445,huarmey,77.47,80,91,8.23,1740862174,PE,-78.1522,-10.0681
446,essaouira,58.5,94,40,2.3,1740862175,MA,-9.77,31.5125
447,carolina,82.29,74,40,12.66,1740862175,PR,-65.9574,18.3808
448,kalanchak,31.96,72,100,6.76,1740862175,UA,33.2907,46.2562
449,ghanzi,77.27,62,99,5.84,1740862176,BW,21.7833,-21.5667
450,ihosy,70.39,90,100,11.92,1740862176,MG,46.1167,-22.4
451,sao jose da coroa grande,80.35,75,75,8.93,1740862176,BR,-35.1478,-8.8978
452,yaren,79.39,74,100,12.64,1740862176,NR,166.916,-0.5472
453,catia la mar,82.6,65,100,14.97,1740862177,VE,-67.0303,10.6038
454,soto la marina,88.29,38,50,14.36,1740862177,MX,-98.2167,23.7667
455,damnoen saduak,77.88,85,70,5.06,1740862177,TH,99.9547,13.5182
456,farafangana,79.7,75,100,3.65,1740862177,MG,47.8333,-22.8167
457,zaozersk,19.42,94,100,7.34,1740862178,RU,32.4476,69.4005
458,glace bay,31.5,83,75,18.41,1740862178,CA,-59.957,46.1969
459,hithadhoo,79.86,80,100,23.17,1740862178,MV,73.0833,-0.6
460,yuzhno-kurilsk,29.3,90,71,5.66,1740862178,RU,145.8556,44.0306
461,mwinilunga,63.41,97,100,2.64,1740862178,ZM,24.4293,-11.7358
462,betong,68.76,100,29,2.55,1740862179,TH,101.0723,5.7743
463,portland,63.01,59,20,15.01,1740862158,US,-122.6762,45.5234
464,port-vila,76.6,94,20,2.3,1740862179,VU,168.3219,-17.7338
465,ahmadpur east,63.66,40,1,9.64,1740862179,PK,71.2598,29.1431
466,kamaishi,40.35,61,100,7.14,1740862180,JP,141.8833,39.2667
467,quixada,74.93,93,87,5.12,1740862180,BR,-39.0153,-4.9714
468,majene,76.15,86,26,4.23,1740862180,ID,118.9707,-3.5403
469,mount gambier,57.49,85,100,5.84,1740862180,AU,140.7667,-37.8333
470,kosciusko,63.0,33,81,11.86,1740862181,US,-89.5876,33.0576
471,yakeshi,-30.8,100,100,2.37,1740862181,CN,120.7333,49.2833
472,puerto armuelles,82.09,59,1,1.01,1740862136,PA,-82.8667,8.2833
473,cockburn town,80.56,100,40,13.8,1740862181,TC,-71.1419,21.4612
474,zhigalovo,-5.64,99,100,1.61,1740862181,RU,105.1578,54.8097
475,iisalmi,30.54,94,100,7.14,1740862182,FI,27.1907,63.5592
476,nadym,-10.16,100,78,5.37,1740862182,RU,72.5167,65.5333
477,alesund,44.44,80,75,32.21,1740862182,NO,6.1549,62.4723
478,moshi,74.23,52,0,7.43,1740862183,TZ,37.3333,-3.35
479,kovvur,69.49,82,3,1.7,1740862183,IN,81.7333,17.0167
480,nyurba,-47.61,100,89,2.13,1740862183,RU,118.3319,63.2842
481,whangarei,69.19,69,37,4.43,1740862051,NZ,174.3239,-35.7317
482,macapa,76.98,94,100,8.05,1740862184,BR,-51.0664,0.0389
483,i-n-salah,68.79,19,0,11.88,1740862184,DZ,2.4607,27.1935
484,tabas,48.25,18,79,8.01,1740862184,IR,56.9244,33.5959
485,mach,57.18,36,0,2.55,1740862184,PK,67.3298,29.8637
486,dunedin,64.76,70,85,0.49,1740861901,NZ,170.5036,-45.8742
487,sinabang,77.99,88,100,2.1,1740862185,ID,96.3801,2.4803
488,tshabong,66.25,79,3,9.31,1740862185,BW,22.45,-26.05
489,broome,25.81,60,75,20.71,1740862185,US,-75.833,42.2506
490,mudgee,73.56,52,72,2.3,1740862186,AU,149.5871,-32.5943
491,sodankyla,27.25,96,100,9.33,1740862186,FI,26.6,67.4167
492,tarnogskiy gorodok,27.84,98,100,3.78,1740862186,RU,43.5761,60.4997
493,darwin,80.58,94,10,0.0,1740862186,AU,130.8418,-12.4611
494,gagliano del capo,54.82,82,100,9.22,1740862187,IT,18.3695,39.8442
495,mattur,74.93,91,46,6.24,1740862187,IN,79.2333,11.3333
496,berezovo,22.23,97,100,2.04,1740862187,RU,65.0419,63.9381
497,el burgo de osma,35.04,75,100,6.15,1740862187,ES,-3.0652,41.5862
498,devonport,54.52,78,100,10.02,1740862188,AU,146.35,-41.1667
499,belomorsk,29.95,93,100,6.29,1740862188,RU,34.7668,64.5232
500,nagqu,21.99,26,100,12.03,1740862188,CN,92.0,31.5
501,ascension,79.07,28,0,7.02,1740862188,US,-90.9001,30.2169
502,manacapuru,85.57,66,90,3.47,1740862189,BR,-60.6206,-3.2997
503,ulsteinvik,43.7,95,100,26.62,1740862189,NO,5.8487,62.3432
504,sao vicente,83.97,37,75,5.75,1740862187,BR,-46.3919,-23.9631
505,puerto rosario,100.49,27,67,10.11,1740862189,PY,-57.0833,-24.45
506,sonoita,64.29,40,0,24.23,1740862190,MX,-112.8333,31.85
507,camargo,80.4,12,100,6.04,1740862190,MX,-105.1667,27.6667
508,kencong,74.79,92,6,4.14,1740862191,ID,113.3667,-8.2833
509,balkashino,6.22,97,100,3.69,1740862191,KZ,68.7667,52.5167
510,cananeia,80.55,80,0,5.88,1740862191,BR,-47.9267,-25.0147
511,steamboat springs,45.61,44,0,1.99,1740862191,US,-106.8317,40.485
512,suntar,-44.45,100,93,2.04,1740862192,RU,117.6319,62.1444
513,kitimat,40.91,31,100,1.99,1740862165,CA,-128.6534,54.0524
514,tanaina,40.87,55,0,12.66,1740862192,US,-149.4281,61.6269
515,mendi,55.6,96,100,2.95,1740862192,PG,143.6513,-6.1761
516,san luis de la loma,86.72,43,5,9.78,1740862193,MX,-100.8939,17.2706
517,banposh,66.65,33,0,0.92,1740862193,IN,84.8,22.25
518,unai,77.18,58,100,5.79,1740862077,BR,-46.9061,-16.3575
519,buta,81.16,35,100,1.39,1740862193,CD,24.73,2.7858
520,clemmons,70.03,14,40,16.11,1740861923,US,-80.382,36.0215
521,la mira,86.05,41,3,12.19,1740862194,MX,-102.3266,18.035
522,woodward,63.52,27,0,12.66,1740862194,US,-99.3904,36.4337
523,hefei,69.82,60,0,11.18,1740862194,CN,117.2808,31.8639
524,as sulayyil,70.12,33,26,7.72,1740862194,SA,45.5779,20.4607
525,tanjung selor,72.59,97,97,1.5,1740862195,ID,117.3642,2.8372
526,kerikeri,69.91,88,11,4.27,1740862195,NZ,173.9474,-35.2268
527,lanzhou,32.09,69,100,2.57,1740862195,CN,103.7922,36.0564
528,puerto aysen,53.28,99,100,2.95,1740862195,CL,-72.7,-45.4
529,ust'-ilimsk,-0.54,98,100,4.14,1740862195,RU,102.6619,58.0006
530,antsiranana,77.27,86,54,7.83,1740862134,MG,49.2917,-12.2787
531,weno,81.32,80,100,20.45,1740862196,FM,151.8468,7.4515
532,marsh harbour,73.8,73,36,6.96,1740862082,BS,-77.0636,26.5412
533,murray bridge,62.4,69,55,5.7,1740862196,AU,139.2667,-35.1167
534,acapulco de juarez,84.02,61,0,12.66,1740862197,MX,-99.8901,16.8634
535,yemel'yanovo,14.81,79,40,4.47,1740862197,RU,92.6767,56.1681
536,valparaiso,71.17,58,20,10.36,1740862002,CL,-71.6273,-33.0393
537,posto fiscal rolim de moura,78.6,87,100,2.8,1740862197,BR,-62.2667,-13.0833
538,varna,42.94,93,100,5.75,1740862198,BG,27.9167,43.2167
539,santa cruz de la palma,64.54,68,20,5.75,1740862198,ES,-17.7642,28.6835
540,pathein,72.1,84,7,7.72,1740862198,MM,94.7333,16.7833
541,carahue,66.38,58,80,8.9,1740862198,CL,-73.1667,-38.7
542,burela de cabo,44.29,68,42,19.53,1740862199,ES,-7.4,43.65
543,barakani,80.35,80,98,8.41,1740862199,KM,44.4317,-12.1356
544,morondava,80.15,83,100,8.28,1740862199,MG,44.2833,-20.2833
545,jahanabad,66.72,43,1,5.1,1740862199,IN,84.9833,25.2167
546,galesong,77.88,86,27,4.41,1740862200,ID,119.3661,-5.3166
547,west fargo,20.35,44,0,3.44,1740862200,US,-96.9004,46.875
548,vila franca do campo,55.81,69,6,18.77,1740862200,PT,-25.4333,37.7167
549,aoulef,67.3,18,0,10.27,1740862200,DZ,1.0833,26.9667
550,santander,51.1,67,75,17.0,1740861933,ES,-3.8044,43.4647
551,sultanpur,67.62,50,0,8.32,1740862201,IN,82.0667,26.2667
552,natal,80.82,78,40,13.8,1740862189,BR,-35.2094,-5.795
553,brooks,46.38,61,86,3.44,1740862201,CA,-111.8851,50.5834
554,jamjamal,37.56,76,63,6.04,1740862201,IQ,44.8317,35.5365
555,hirtshals,41.25,93,94,22.44,1740862202,DK,9.9592,57.5881
556,mil'kovo,31.51,87,98,5.03,1740862202,RU,37.7956,55.6078
557,diamantino,79.05,83,95,1.95,1740862202,BR,-56.4461,-14.4086
558,sur,73.81,76,3,9.35,1740862203,OM,59.5289,22.5667
559,ponta delgada,56.12,62,75,11.5,1740862203,PT,-25.6667,37.7333
560,samana,86.22,66,75,9.22,1740862184,DO,-69.3369,19.2056
561,vodnyy,23.83,98,100,3.71,1740862203,RU,53.4095,63.5046
562,loikaw,65.01,36,0,3.78,1740862203,MM,97.2094,19.6742
563,mugia,49.91,66,0,28.92,1740862204,ES,-9.2179,43.1041
564,fort wellington,79.27,67,8,8.72,1740862204,GY,-57.6,6.4
565,manteno,30.51,40,0,13.0,1740862204,US,-87.8314,41.2506
566,beloyarskiy,16.45,99,100,3.06,1740862204,RU,66.6722,63.7119
567,birobidzhan,-13.83,85,3,6.04,1740862204,RU,132.95,48.8
568,klaksvik,45.82,82,100,36.48,1740862205,FO,-6.589,62.2266
569,sharlyk,2.01,100,44,2.42,1740862205,RU,54.75,52.9167
570,tafuna,85.95,79,75,5.75,1740862205,AS,-170.72,-14.3358
571,castillos,80.65,70,100,7.38,1740862205,UY,-53.8333,-34.1667
572,palmer,38.26,61,75,21.85,1740862205,US,-72.3287,42.1584
573,al qusayr,46.04,79,0,0.31,1740862206,SY,36.5798,34.5091
574,xilin hot,13.93,62,98,4.79,1740862206,CN,116.0333,43.9667
575,berdigestyakh,-43.78,100,99,2.37,1740862206,RU,126.6992,62.0989
576,nahiyat ash shinafiyah,53.53,30,1,6.8,1740862206,IQ,44.6602,31.5874
577,belmonte,77.43,87,72,8.84,1740862207,BR,-38.8828,-15.8631
578,ta`u,82.35,73,94,9.42,1740862207,AS,-169.5144,-14.2336
579,vipiteno,28.76,93,47,5.46,1740862207,IT,11.4301,46.8925
580,katsuren-haebaru,71.53,90,75,8.05,1740862207,JP,127.8719,26.3369
581,dongola,67.08,12,0,15.79,1740862208,SD,30.4833,19.1667
582,suizhou,61.38,94,89,4.99,1740862208,CN,113.3631,31.7111
583,nogliki,1.83,85,86,17.52,1740862208,RU,143.1667,51.8333
584,tindouf,64.85,34,0,5.75,1740862208,DZ,-8.1474,27.6711
585,ishimbay,11.82,100,100,2.01,1740862209,RU,56.0415,53.4545
586,isangel,78.91,94,75,0.0,1740862209,VU,169.2667,-19.55
587,ati,87.33,15,0,17.07,1740862209,TD,18.3353,13.2154
588,villa gesell,70.41,77,19,13.87,1740861935,AR,-56.973,-37.2639
589,oltinko'l,45.45,49,100,3.87,1740862210,UZ,72.1634,40.8011
590,tarare,35.8,79,17,4.0,1740862210,FR,4.4327,45.8976
591,tuburan,78.69,76,55,1.05,1740862210,PH,122.2736,6.6439
592,al artawiyah,55.09,26,0,12.55,1740862211,SA,45.3444,26.5053
593,kalmunai,77.58,88,20,3.0,1740862211,LK,81.8167,7.4167
594,kyshtovka,17.69,97,96,6.87,1740862211,RU,76.6271,56.555
595,fish town,74.62,95,99,4.27,1740862211,LR,-7.8756,5.1964
596,adrar,70.11,13,97,4.12,1740862212,MR,-10.0711,20.5022
597,alotau,76.73,89,100,1.45,1740862212,PG,150.4462,-10.3069
598,zabljak,33.58,97,100,1.54,1740862212,ME,19.1232,43.1542
599,horsham,34.79,75,0,2.3,1740862213,GB,-0.3272,51.064
600,svobodnyy,-15.77,81,0,10.74,1740862213,RU,128.1333,51.4
601,lepe,53.11,82,8,2.53,1740862213,ES,-7.2043,37.2548
602,reggane,67.33,17,0,7.87,1740862213,DZ,0.1714,26.7158
603,tidjikja,79.43,10,100,3.15,1740862214,MR,-11.4271,18.5564
604,colares,54.18,77,97,14.25,1740862214,PT,-9.4469,38.7992
605,saint-pierre,82.08,65,0,4.61,1740862214,RE,55.4781,-21.3393
606,whakatane,69.51,78,39,5.99,1740862214,NZ,176.9854,-37.9585
607,nyakahanga,60.39,52,92,1.16,1740862214,TZ,31.1414,-1.6033
608,breves,74.71,96,100,3.78,1740862215,BR,-50.4803,-1.6822
609,karbala,52.65,33,84,5.97,1740862215,IQ,44.0249,32.616
610,bubaque,75.81,68,99,17.27,1740862215,GW,-15.8333,11.2833
611,al qubbah,48.83,84,100,6.08,1740862215,LY,22.2424,32.7616
612,koubia,77.88,23,96,3.09,1740862216,GN,-11.9,11.5833
613,geraldton,64.81,88,0,4.61,1740862216,AU,114.6,-28.7667
