City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sao joao da barra,-21.6403,-41.0511,29.05,74,0,4.27,BR,1741120131
361,shimanovsk,52.0,127.7,-20.93,100,100,1.96,RU,1741120132
362,kremenets,50.0969,25.7246,4.69,61,100,7.72,UA,1741120133
363,impfondo,1.6381,18.0667,26.53,50,12,0.06,CG,1741120136
364,coronel dorrego,-38.7187,-61.2873,26.78,65,100,7.93,AR,1741120137
365,kargasok,59.0556,80.8572,-5.5,97,100,2.82,RU,1741120138
366,colonia,50.9333,6.95,7.2,64,0,2.57,DE,1741120139
367,sabirabad,40.0095,48.4752,4.41,74,37,3.7,AZ,1741120140
368,duong dong,10.2167,103.9667,25.0,88,20,0.51,VN,1741120141
369,guerrero negro,27.9769,-114.0611,19.51,36,23,2.82,MX,1741120144
370,north bend,43.4065,-124.2243,13.48,76,20,6.17,US,1741120145
371,brookings,44.3114,-96.7984,-1.01,86,100,12.35,US,1741120146
372,ryotsu-minato,38.0833,138.4333,3.34,88,100,4.62,JP,1741120147
373,valparaiso,-33.0393,-71.6273,28.8,35,0,9.26,CL,1741120015
374,vadso,70.0744,29.7487,-0.91,93,75,3.09,NO,1741120149
375,arraial do cabo,-22.9661,-42.0278,28.98,70,40,7.72,BR,1741120150
376,ulladulla,-35.35,150.4667,15.6,83,13,2.44,AU,1741120152
377,alo,6.5486,4.2686,27.53,81,70,3.76,NG,1741120153
378,mukalla,14.5425,49.1242,23.04,71,0,3.25,YE,1741120154
379,kayes,14.0,-11.0,31.41,19,2,3.01,ML,1741120155
380,bardai,11.65,7.2333,28.14,15,80,4.33,NG,1741120156
381,pangody,65.85,74.4859,-11.63,98,92,3.39,RU,1741120157
382,horsham,51.064,-0.3272,5.06,74,0,1.03,GB,1741120158
383,broken hill,-31.95,141.4333,23.56,35,0,4.15,AU,1741120161
384,corinto,37.9407,22.9573,8.27,66,7,4.32,GR,1741120162
385,newport,51.5877,-2.9984,6.41,80,0,3.1,GB,1741119965
386,illizi,26.4833,8.4667,22.59,15,100,4.71,DZ,1741120164
387,sechura,-5.5569,-80.8222,30.04,58,69,7.25,PE,1741120165
388,waingapu,-9.6567,120.2641,25.72,83,62,2.44,ID,1741120166
389,portland,45.5234,-122.6762,11.33,89,75,6.71,US,1741120168
390,zuunmod,47.7069,106.9528,-21.43,99,44,0.92,MN,1741120170
391,darwin,-12.4611,130.8418,26.99,94,6,2.06,AU,1741120171
392,enewetak,11.3474,162.3373,26.97,77,17,9.0,MH,1741120172
393,vigan,17.5747,120.3869,26.39,76,93,1.98,PH,1741120173
394,ishqoshim,36.7248,71.6133,-19.2,35,0,1.87,TJ,1741120175
395,ambovombe,-25.1667,46.0833,23.78,90,100,1.38,MG,1741120176
396,aranda de duero,41.6704,-3.6892,8.47,81,100,7.17,ES,1741120178
397,prince albert,53.2001,-105.7677,1.97,60,75,6.17,CA,1741120179
398,al mijlad,11.0333,27.7333,28.45,14,2,5.67,SD,1741120180
399,manokwari,-0.8667,134.0833,25.89,76,100,1.59,ID,1741120181
400,urcos,-13.6861,-71.6228,12.38,77,100,1.38,PE,1741120182
401,alta,69.9689,23.2717,-2.41,85,75,1.54,NO,1741120143
402,quelimane,-17.8786,36.8883,27.97,83,40,1.54,MZ,1741120184
403,mili,6.0815,171.735,27.13,78,5,9.35,MH,1741120185
404,gisborne,-38.6533,178.0042,16.44,68,96,9.45,NZ,1741120187
405,bandon,51.7469,-8.7425,7.77,77,98,5.81,IE,1741120188
406,aswan,24.0934,32.907,19.02,29,0,5.1,EG,1741120189
407,kaa-khem,51.6833,94.7333,-16.99,92,99,1.6,RU,1741120190
408,lata,40.1629,-8.3327,10.17,89,20,1.93,PT,1741120191
409,crane,31.3974,-102.3501,19.8,16,1,12.89,US,1741120192
410,nema,57.5067,50.5011,-4.71,95,100,4.45,RU,1741120194
411,okha,53.5739,142.9478,-25.01,95,48,2.99,RU,1741120195
412,eyl,7.9803,49.8164,25.62,69,2,6.25,SO,1741120196
413,ghat,24.9647,10.1728,21.41,18,100,0.48,LY,1741120197
414,rutland,43.6167,-73.0162,5.22,43,75,3.09,US,1741120198
415,tanjung pinang,0.9167,104.45,26.07,85,100,1.68,ID,1741120199
416,gargalianoi,37.0667,21.6333,7.31,59,3,2.57,GR,1741120201
417,ban chang,12.7254,101.0553,27.49,94,20,4.63,TH,1741120202
418,klaksvik,62.2266,-6.589,5.64,69,100,13.92,FO,1741120203
419,bang khla,13.7214,101.2081,26.27,76,47,1.8,TH,1741120204
420,khorixas,-20.3667,14.9667,22.27,65,89,2.8,NA,1741120205
421,tabou,4.423,-7.3528,26.87,88,100,4.14,CI,1741120206
422,lugovoye,42.9094,72.7178,-5.01,69,31,2.69,KZ,1741120208
423,nanning,22.8167,108.3167,15.25,74,100,2.3,CN,1741120209
424,port hedland,-20.3167,118.5667,30.03,89,20,3.09,AU,1741120210
425,novaya igirma,57.1334,103.9112,-9.19,98,100,0.84,RU,1741120211
426,barmer,25.75,71.3833,13.85,12,0,3.95,IN,1741120212
427,ataq,14.5377,46.8319,17.41,36,0,5.43,YE,1741120213
428,bochum,51.4833,7.2167,7.75,66,0,2.11,DE,1741120214
429,puerto baquerizo moreno,-0.9,-89.6,29.55,70,40,2.57,EC,1741120216
430,dangriga,16.9692,-88.2321,26.68,73,1,4.64,BZ,1741120165
431,la passe,45.5549,-0.8967,9.79,80,71,3.62,FR,1741120219
432,qamdo,31.1667,97.2333,-2.75,58,16,2.54,CN,1741120221
433,usogorsk,63.4106,48.6872,-4.39,93,100,4.24,RU,1741120222
434,afega,-13.7973,-171.8531,27.0,88,75,3.09,WS,1741120223
435,banavar,13.4136,76.1683,23.01,35,100,1.78,IN,1741120224
436,brisas de zicatela,15.8369,-97.0419,31.29,70,40,5.66,MX,1741120225
437,sorong,-0.8833,131.25,27.05,84,100,3.37,ID,1741120209
438,rabaul,-4.1967,152.1721,26.63,78,100,1.03,PG,1741120227
439,san luis de la loma,17.2706,-100.8939,28.97,54,3,4.32,MX,1741120229
440,mejit,10.2753,170.8646,26.97,78,10,9.28,MH,1741120230
441,gardez,33.5974,69.2259,-9.98,44,3,1.84,AF,1741120231
442,sisimiut,66.9395,-53.6735,-19.86,90,100,1.21,GL,1741120232
443,diebougou,10.9667,-3.25,35.17,22,76,1.16,BF,1741120233
444,malpe,13.35,74.7167,25.38,92,100,3.06,IN,1741120234
445,al bawiti,28.3492,28.8659,13.89,56,44,3.73,EG,1741120235
446,motueka,-41.1333,173.0167,15.76,47,4,3.56,NZ,1741120236
447,christchurch,-43.5333,172.6333,10.53,84,75,4.12,NZ,1741120238
448,quellon,-43.1167,-73.6167,15.28,57,100,2.45,CL,1741120239
449,faya-largeau,17.9257,19.1043,24.59,11,3,6.8,TD,1741120240
450,mezhdurechenskiy,59.6,65.9333,-5.82,94,100,3.35,RU,1741120241
451,tra mhor,52.1624,-7.1524,8.38,79,75,8.23,IE,1741120242
452,tuzha,57.6062,47.936,-3.74,94,100,5.09,RU,1741120243
453,kavieng,-2.5744,150.7967,28.46,75,100,7.2,PG,1741120244
454,dapa,9.7594,126.0531,25.73,88,82,2.42,PH,1741120245
455,eenhana,-17.4667,16.3333,20.98,88,100,2.31,NA,1741120247
456,yuncheng,35.0231,110.9928,3.28,72,100,1.31,CN,1741120249
457,pervomayskoye,43.919,46.7102,-0.49,90,7,2.98,RU,1741120250
458,novodvinsk,64.4165,40.8122,-0.14,98,99,2.28,RU,1741120251
459,igarka,67.4667,86.5833,-13.63,96,100,4.65,RU,1741120252
460,ajman city,25.4111,55.435,23.02,60,0,3.6,AE,1741120253
461,sydney,-33.8679,151.2073,20.61,84,75,5.66,AU,1741120154
462,kangding,30.0513,101.9603,1.61,93,97,2.05,CN,1741120256
463,caleta de carquin,-11.0925,-77.6267,25.27,74,100,5.3,PE,1741120257
464,alappuzha,9.49,76.3264,25.68,88,100,2.27,IN,1741120258
465,kristiansund,63.1115,7.732,8.4,87,75,14.4,NO,1741120259
466,suoyarvi,62.0833,32.35,-2.12,91,95,2.85,RU,1741120260
467,richmond hill,43.8711,-79.4372,5.68,75,100,2.86,CA,1741120165
468,khromtau,50.2503,58.4347,-11.03,96,100,4.7,KZ,1741120262
469,cockburn town,21.4612,-71.1419,24.51,78,70,10.47,TC,1741120264
470,xanxere,-26.8769,-52.4042,29.49,33,0,2.58,BR,1741120265
471,gilleleje,56.122,12.3106,6.88,86,88,4.47,DK,1741120266
472,kavaratti,10.5669,72.642,27.93,78,100,2.71,IN,1741120267
473,jaicos,-7.3592,-41.1378,30.37,40,100,2.1,BR,1741120268
474,malango,-2.9627,119.9001,19.56,99,97,0.63,ID,1741120269
475,lazaro cardenas,17.9583,-102.2,27.43,61,8,3.92,MX,1741120270
476,toliara,-23.35,43.6667,25.75,87,10,0.84,MG,1741120064
477,port moresby,-9.4431,147.1797,24.68,94,20,3.09,PG,1741120273
478,nova sintra,14.8667,-24.7167,21.44,62,49,7.27,CV,1741120274
479,blacksburg,37.2296,-80.4139,15.49,36,0,6.69,US,1741120231
480,hsinchu,24.8036,120.9686,16.61,93,100,2.68,TW,1741120276
481,mahibadhoo,3.7833,72.9667,27.58,72,90,1.42,MV,1741120277
482,gorom-gorom,14.4439,-0.2361,32.44,13,44,2.86,BF,1741120278
483,mthatha,-31.5889,28.7844,18.27,90,49,1.94,ZA,1741120280
484,pauini,-7.7136,-66.9764,28.54,65,96,1.47,BR,1741120283
485,saint-francois,46.4154,3.9054,7.6,65,0,2.57,FR,1741120285
486,yurimaguas,-5.9,-76.0833,30.09,70,40,2.06,PE,1741120286
487,tres lagoas,-20.7511,-51.6783,29.3,40,100,2.61,BR,1741120287
488,yoichi,43.2039,140.7703,-3.36,65,100,1.62,JP,1741120288
489,youghal,51.95,-7.8506,6.81,84,99,6.02,IE,1741120290
490,marsh harbour,26.5412,-77.0636,21.76,66,99,9.58,BS,1741120259
491,kishtwar,33.3167,75.7667,-0.38,68,7,3.31,IN,1741120292
492,trairi,-3.2778,-39.2689,24.79,90,100,3.85,BR,1741120253
493,belalcazar,2.6547,-75.9928,18.04,86,94,1.61,CO,1741120295
494,harrismith,-28.2728,29.1295,15.97,98,56,2.45,ZA,1741120296
495,el calafate,-50.3408,-72.2768,10.59,59,28,8.41,AR,1741120297
496,island harbour,50.724,-1.2758,5.11,85,0,1.66,GB,1741120299
497,okhotsk,59.3833,143.3,-25.38,83,34,5.87,RU,1741120301
498,nuuk,64.1835,-51.7216,-12.66,72,20,2.57,GL,1741120304
499,mangai,-4.05,19.5333,23.82,76,13,0.6,CD,1741120305
500,ouargla,31.9493,5.325,17.04,63,40,5.14,DZ,1741120306
501,tinajo,29.0788,-13.7081,16.49,67,20,2.06,ES,1741120308
502,ad dawadimi,24.5077,44.3924,14.64,42,91,4.13,SA,1741120309
503,vrnjacka banja,43.6167,20.9,5.03,69,0,1.02,RS,1741120310
504,luderitz,-26.6481,15.1594,18.54,80,0,4.5,NA,1741120311
505,campoverde,-8.4753,-74.8058,30.83,88,76,0.54,PE,1741120314
506,salalah,17.0151,54.0924,26.05,69,20,5.14,OM,1741120315
507,kruisfontein,-34.0033,24.7314,20.12,85,10,1.28,ZA,1741120316
508,kirakira,-10.4544,161.9205,27.58,78,89,1.1,SB,1741120317
509,charters towers,-20.1,146.2667,22.4,92,0,3.33,AU,1741120318
510,merano,46.6682,11.1595,6.64,65,0,2.43,IT,1741120319
511,bengkulu,-3.8004,102.2655,24.53,88,100,1.85,ID,1741120321
512,uzhur,55.3036,89.8339,-12.5,96,100,1.83,RU,1741120322
513,buckeye,33.3703,-112.5838,21.49,25,0,2.06,US,1741120323
514,beloyarskiy,63.7119,66.6722,-9.07,96,100,2.04,RU,1741120324
515,casablanca,33.5928,-7.6192,16.12,82,66,2.24,MA,1741120325
516,hanceville,34.0607,-86.7675,24.53,58,98,8.86,US,1741120326
517,aksu,41.1231,80.2644,1.71,79,21,3.36,CN,1741120328
518,rikaze,29.25,88.8833,-0.6,36,0,2.37,CN,1741120329
519,acaponeta,22.4964,-105.3594,34.34,13,92,4.27,MX,1741120330
520,uray,60.1247,64.7758,-8.31,97,100,2.84,RU,1741120332
521,north manchester,41.0006,-85.7686,13.45,64,100,5.48,US,1741120333
522,amga,60.8953,131.9608,-27.64,98,100,1.61,RU,1741120334
523,mombetsu,44.3525,143.3525,-9.66,84,99,1.47,JP,1741120054
524,kilis,36.7161,37.115,8.24,49,80,6.85,TR,1741120337
525,ironwood,46.4547,-90.171,-0.55,100,100,3.6,US,1741120338
526,luis correia,-2.8792,-41.6669,28.0,78,75,7.72,BR,1741120339
527,yarkovo,57.4028,67.0786,-15.64,97,100,2.32,RU,1741120341
528,altamont,42.2068,-121.7372,6.91,81,75,5.14,US,1741120342
529,port douglas,-16.4833,145.4667,25.24,82,9,1.49,AU,1741120343
530,sabha,27.0377,14.4283,16.73,33,100,4.14,LY,1741120344
531,hobyo,5.3505,48.5268,25.9,76,46,7.59,SO,1741120345
532,abilene,32.4487,-99.7331,15.12,49,100,18.01,US,1741120080
533,alesund,62.4723,6.1549,8.52,86,75,11.32,NO,1741120347
534,northam,51.0333,-4.2167,3.78,89,3,1.34,GB,1741120349
535,laela,-8.5667,32.05,16.78,90,4,1.53,TZ,1741120350
536,laguna,38.421,-121.4238,13.69,69,75,3.6,US,1741120351
537,belmonte,-15.8631,-38.8828,25.65,79,18,3.29,BR,1741120352
538,calipatria,33.1256,-115.5142,20.12,26,7,1.83,US,1741120353
539,yazd,31.8972,54.3675,10.06,17,75,2.06,IR,1741120356
540,qarqaraly,49.4058,75.4742,-19.43,98,37,3.77,KZ,1741120358
541,marau,-28.4492,-52.2,31.97,24,0,2.7,BR,1741120359
542,sinabang,2.4803,96.3801,25.62,88,100,3.7,ID,1741120360
543,vimperk,49.0586,13.7829,4.6,34,56,1.12,CZ,1741120362
544,tamandare,-8.7597,-35.1047,26.51,72,22,3.75,BR,1741120363
545,chinde,26.8212,87.7095,16.19,41,0,2.85,NP,1741120364
546,akureyri,65.6835,-18.0878,0.96,47,75,5.14,IS,1741120365
547,campbellton,48.0075,-66.6727,-6.75,88,100,3.23,CA,1741120366
548,sioux center,43.0797,-96.1756,0.01,98,100,6.71,US,1741120367
549,vilyuysk,63.7553,121.6247,-39.56,100,55,1.91,RU,1741120368
550,linhares,-19.3911,-40.0722,27.07,73,16,3.22,BR,1741120191
551,thinadhoo,0.5333,72.9333,27.88,71,76,4.31,MV,1741120371
552,iskushuban,10.2837,50.23,21.89,83,21,3.24,SO,1741120372
553,cabo san lucas,22.8909,-109.9124,23.17,53,40,4.02,MX,1741120176
554,touros,-5.1989,-35.4608,27.02,74,83,5.12,BR,1741120375
555,rivera,-30.9053,-55.5508,38.5,99,9,3.3,UY,1741120376
556,i-n-salah,27.1935,2.4607,24.93,25,100,4.56,DZ,1741120378
557,aqaba,29.5267,35.0078,17.92,45,53,5.66,JO,1741120164
558,vazante,-17.9869,-46.9078,25.7,59,100,1.68,BR,1741120380
559,hatillo,18.4863,-66.8254,26.73,79,46,4.92,PR,1741120234
560,ko pha ngan,9.7578,100.0291,24.24,71,99,2.13,TH,1741120382
561,hilo,19.7297,-155.09,23.4,92,100,1.34,US,1741120206
562,vitoria da conquista,-14.8661,-40.8394,21.87,69,63,3.77,BR,1741120384
563,khorugh,37.4897,71.553,-27.41,61,5,1.12,TJ,1741120385
